domain,registrar,category,subcategory,method
private-finance.uk,nominet,financial,general,token
privatehealthcarecost.co.uk,nominet,health-medical,general,stem
privatehealthcheck.uk,nominet,health-medical,general,stem
privatehealthinsurancequotation.co.uk,nominet,financial,insurance,stem
privatehealthinsurancequote.co.uk,nominet,financial,insurance,stem
privatehealthinsurancequote.uk,nominet,financial,insurance,stem
privatehires.co.uk,nominet,transport-parking,taxi,llm
privatemedicalinsurancequotation.uk,nominet,financial,insurance,stem
privaterentals.co.uk,nominet,property,rentals,llm
productinfluencers.uk,nominet,web-digital,marketing,llm
productlaunch.uk,nominet,web-digital,marketing,llm
productpage.uk,nominet,web-digital,web,llm
productpages.uk,nominet,web-digital,web,llm
productsearch.uk,nominet,tools-comparison,general,llm
projectplans.uk,nominet,business-services,general,llm
promotionplan.co.uk,nominet,web-digital,marketing,stem
promotionplan.uk,nominet,web-digital,marketing,stem
qpus.co.uk,nominet,brandable-short,4-char,length
qpus.uk,nominet,brandable-short,4-char,length
qualitativeanalysis.co.uk,nominet,business-services,general,llm
qualityfirst.uk,nominet,generic-word,phrase,llm
quantitativeanalysis.co.uk,nominet,business-services,general,llm
questioningmachine.co.uk,nominet,ai-tech,ai,llm
quickrag.co.uk,nominet,ai-tech,ai,llm
quickrag.uk,nominet,ai-tech,ai,llm
quido.co.uk,nominet,brandable-short,pronounceable,llm
racehorsedna.co.uk,nominet,pets-vet,general,llm
racehorsedna.uk,nominet,pets-vet,general,llm
racketstrings.co.uk,nominet,sports-leisure,general,llm
radioligand-therapy.co.uk,nominet,health-medical,general,token
radioligand-therapy.uk,nominet,health-medical,general,token
radioligand.co.uk,nominet,health-medical,general,llm
radioligand.uk,nominet,health-medical,general,llm
radioligandtherapy.uk,nominet,health-medical,general,stem
railjourneys.co.uk,nominet,travel,general,llm
rants.co.uk,nominet,generic-word,general,llm
rateforecast.co.uk,nominet,financial,general,llm
reading-lamps.co.uk,nominet,home-garden,furnishings,llm
reclaimed-bricks.co.uk,nominet,industrial-equipment,materials,llm
recycledgold.co.uk,nominet,consumer-products,jewellery-watches,llm
refrigerated-trailers.co.uk,nominet,automotive,commercial-vehicles,llm
refrigerated-van.co.uk,nominet,automotive,general,token
refurnished.co.uk,nominet,home-garden,furnishings,llm
remortgagequotation.co.uk,nominet,financial,mortgages,stem
remortgagequotation.uk,nominet,financial,mortgages,stem
remortgagequote.uk,nominet,financial,mortgages,stem
rentalaccommodation.co.uk,nominet,property,rentals,llm
rentvan.co.uk,nominet,automotive,commercial-vehicles,llm
repurpose.co.uk,nominet,generic-word,general,llm
reputationmanagement.uk,nominet,web-digital,marketing,llm
reselling.co.uk,nominet,consumer-products,retail,llm
residentialhousing.co.uk,nominet,property,general,stem
residentiallodge.co.uk,nominet,property,general,stem
residentialretirementhomes.co.uk,nominet,property,general,stem
resin-surfaces.co.uk,nominet,home-garden,driveways-ground,llm
resinbondedsurfaces.co.uk,nominet,home-garden,driveways-ground,llm
retirementcommunity.co.uk,nominet,property,general,llm
reusablecups.co.uk,nominet,consumer-products,kitchenware,llm
reviewsinsurance.co.uk,nominet,financial,insurance,stem
rideons.uk,nominet,consumer-products,kids-baby,llm
robotmaintenance.co.uk,nominet,home-garden,services,stem
robotmaintenance.uk,nominet,home-garden,services,stem
robotsales.uk,nominet,ai-tech,robotics,stem
roof-rack.co.uk,nominet,home-garden,building-trades,token
roof-vents.co.uk,nominet,home-garden,building-trades,token
roofingfelt.co.uk,nominet,home-garden,building-trades,stem
roofscaffolding.co.uk,nominet,home-garden,building-trades,stem
rubber-tracks.co.uk,nominet,industrial-equipment,construction-plant,llm
safetydeckingsystems.co.uk,nominet,industrial-equipment,safety,llm
sailmaking.co.uk,nominet,marine,services,llm
salespipeline.uk,nominet,ai-tech,software,llm
salesy.uk,nominet,brandable-short,pronounceable,llm
saltsuppliers.co.uk,nominet,industrial-equipment,materials,llm
saving-rate.co.uk,nominet,financial,banking-savings,llm
savingrates.co.uk,nominet,financial,banking-savings,llm
savings-rates.co.uk,nominet,financial,banking-savings,token
savingsrates.co.uk,nominet,financial,banking-savings,stem
savingsrates.uk,nominet,financial,banking-savings,stem
scaffoldingboards.co.uk,nominet,home-garden,building-trades,stem
scaffoldingforhire.co.uk,nominet,home-garden,building-trades,stem
scaffoldingsupplier.co.uk,nominet,home-garden,building-trades,stem
scooterreviews.uk,nominet,tools-comparison,general,llm
scrappy-sites.co.uk,nominet,web-digital,web,token
scrappy-sites.uk,nominet,web-digital,web,token
scrappysites.co.uk,nominet,web-digital,web,stem
scrappysites.uk,nominet,web-digital,web,stem
scrappywebsites.co.uk,nominet,web-digital,web,stem
scrappywebsites.uk,nominet,web-digital,web,stem
scrapvans.co.uk,nominet,automotive,commercial-vehicles,llm
screen-hire.co.uk,nominet,business-services,jobs-hire,token
screenwriters.co.uk,nominet,web-digital,content,llm
secondhandvansforsale.co.uk,nominet,automotive,commercial-vehicles,llm
sedative.co.uk,nominet,health-medical,general,llm
segmentation.uk,nominet,web-digital,marketing,llm
selfassessments.co.uk,nominet,business-services,accounting,llm
selfassessments.uk,nominet,business-services,accounting,llm
selfdrivevehicles.co.uk,nominet,automotive,general,stem
seoinfo.co.uk,nominet,web-digital,marketing,llm
sheetmaterial.co.uk,nominet,industrial-equipment,materials,llm
shippingcontainerstorage.co.uk,nominet,industrial-equipment,storage-handling,llm
shirtprinting.uk,nominet,packaging-print,print-services,llm
silverrings.co.uk,nominet,consumer-products,jewellery-watches,llm
singlemaltwhisky.uk,nominet,food-drink,drinks,llm
siteauction.uk,nominet,property,general,llm
skyvision.co.uk,nominet,web-digital,video,llm
sliding-door.co.uk,nominet,home-garden,windows-doors,token
slim.org.uk,nominet,brandable-short,4-char,length
slym.co.uk,nominet,brandable-short,4-char,length
slym.uk,nominet,brandable-short,4-char,length
smallbusinesshealthinsurance.uk,nominet,financial,insurance,stem
smbmortgages.co.uk,nominet,financial,mortgages,stem
smehealthinsurance.co.uk,nominet,financial,insurance,stem
smokedfish.uk,nominet,food-drink,general,llm
smokevents.co.uk,nominet,industrial-equipment,safety,llm
snowtyres.uk,nominet,automotive,parts-accessories,llm
socialmediaagency.uk,nominet,web-digital,marketing,llm
softwaremaintenance.uk,nominet,home-garden,services,stem
solarinstall.uk,nominet,home-garden,energy,stem
solarinstallation.uk,nominet,home-garden,energy,stem
solarpanelling.co.uk,nominet,home-garden,energy,stem
soyrocks.co.uk,nominet,food-drink,general,llm
soyrocks.uk,nominet,food-drink,general,llm
splendent.uk,nominet,generic-word,general,llm
spreadsheet.uk,nominet,ai-tech,software,llm
spyingequipment.co.uk,nominet,consumer-products,electronics,llm
spyingequipment.uk,nominet,consumer-products,electronics,llm
squeezepages.co.uk,nominet,web-digital,marketing,llm
squeezepages.uk,nominet,web-digital,marketing,llm
staffaudit.uk,nominet,business-services,audits,stem
staffauditing.uk,nominet,business-services,audits,stem
staffaudits.co.uk,nominet,business-services,audits,stem
staffaudits.uk,nominet,business-services,audits,stem
staffhealthinsurance.uk,nominet,financial,insurance,stem
stampcollection.co.uk,nominet,consumer-products,art-craft,llm
starty.uk,nominet,brandable-short,pronounceable,llm
staticcaravantransport.co.uk,nominet,sports-leisure,general,stem
staticsitebuilder.co.uk,nominet,home-garden,building-trades,stem
staticsitebuilder.uk,nominet,home-garden,building-trades,stem
steplifts.co.uk,nominet,health-medical,mobility-aids,llm
stocktokens.co.uk,nominet,financial,investing,llm
storagecentral.co.uk,nominet,business-services,general,llm
storageunithire.co.uk,nominet,business-services,general,llm
stretchedlimos.co.uk,nominet,travel,car-hire,llm
structuralinsulatedpanels.co.uk,nominet,industrial-equipment,materials,llm
studioflat.uk,nominet,property,rentals,llm
studioflats.uk,nominet,property,rentals,llm
sublimationprinting.co.uk,nominet,packaging-print,print-services,llm
summerhousesforsale.co.uk,nominet,property,general,stem
supercardealers.co.uk,nominet,automotive,general,llm
surfcentre.co.uk,nominet,sports-leisure,watersports,llm
suspenderbelt.co.uk,nominet,consumer-products,clothing-fashion,llm
suvinsurance.co.uk,nominet,financial,insurance,stem
sweeper-hire.co.uk,nominet,business-services,jobs-hire,token
sweetshampers.co.uk,nominet,consumer-products,gifts,llm
syntheticteakdecking.co.uk,nominet,marine,equipment,llm
tail-lift.co.uk,nominet,automotive,commercial-vehicles,llm
tailcoat.co.uk,nominet,consumer-products,clothing-fashion,llm
tarmacadam.uk,nominet,home-garden,driveways-ground,llm
taskaudit.uk,nominet,business-services,audits,stem
taskaudits.uk,nominet,business-services,audits,stem
tborg.uk,nominet,brandable-short,pronounceable,llm
teamaudit.uk,nominet,business-services,audits,stem
teamaudits.co.uk,nominet,business-services,audits,stem
teamhelp.uk,nominet,ai-tech,software,llm
teethwhitener.uk,nominet,beauty-personal-care,general,llm
telomerase.co.uk,nominet,health-medical,general,llm
telomerase.uk,nominet,health-medical,general,llm
textile-testing.co.uk,nominet,industrial-equipment,test-measurement,llm
textiletesting.co.uk,nominet,industrial-equipment,test-measurement,llm
themarketingmix.uk,nominet,web-digital,marketing,stem
thermalcameras.uk,nominet,industrial-equipment,test-measurement,llm
timberjoists.co.uk,nominet,industrial-equipment,materials,llm
toadstool.uk,nominet,generic-word,general,llm
todolists.uk,nominet,ai-tech,software,llm
tokenisedgold.co.uk,nominet,financial,investing,llm
topicalauthority.co.uk,nominet,web-digital,marketing,llm
topquality.uk,nominet,generic-word,phrase,llm
totebag.uk,nominet,consumer-products,clothing-fashion,llm
touchscreens.uk,nominet,consumer-products,electronics,llm
tourercaravans.co.uk,nominet,automotive,leisure-vehicles,llm
traditionalcarpentry.co.uk,nominet,home-garden,building-trades,llm
transitioning.uk,nominet,generic-word,general,llm
twinning.uk,nominet,generic-word,general,llm
ucit.uk,nominet,brandable-short,4-char,length
ucits.co.uk,nominet,financial,investing,llm
ucits.uk,nominet,financial,investing,llm
ultrasonics.uk,nominet,industrial-equipment,test-measurement,llm
uniquedirectory.co.uk,nominet,web-digital,web,llm
unsecuredpersonalloans.co.uk,nominet,financial,loans,stem
uprights.co.uk,nominet,generic-word,general,llm
uprights.uk,nominet,generic-word,general,llm
usedcamper.co.uk,nominet,automotive,leisure-vehicles,llm
valueproposition.uk,nominet,business-services,general,llm
vancampers.co.uk,nominet,automotive,leisure-vehicles,llm
vandealership.co.uk,nominet,automotive,commercial-vehicles,llm
vanitybag.co.uk,nominet,beauty-personal-care,cosmetics,llm
vanitybag.uk,nominet,beauty-personal-care,cosmetics,llm
vanitybags.co.uk,nominet,beauty-personal-care,cosmetics,llm
vanitybags.uk,nominet,beauty-personal-care,cosmetics,llm
vectordb.uk,nominet,ai-tech,ai,llm
vectorstorage.co.uk,nominet,ai-tech,ai,llm
vectorstorage.uk,nominet,ai-tech,ai,llm
vehiclefunding.co.uk,nominet,automotive,general,stem
vehiclerouting.co.uk,nominet,automotive,general,stem
vending-machine.co.uk,nominet,industrial-equipment,machinery,llm
venetianplasterers.co.uk,nominet,home-garden,building-trades,llm
venetianstucco.co.uk,nominet,home-garden,building-trades,llm
ventilatedfacades.co.uk,nominet,home-garden,building-trades,llm
veterinary.co.uk,nominet,pets-vet,general,token
veterinary.uk,nominet,pets-vet,general,token
vetmedicines.co.uk,nominet,pets-vet,general,llm
vetmedicines.uk,nominet,pets-vet,general,llm
vetscans.uk,nominet,pets-vet,general,llm
vetschools.uk,nominet,education,general,stem
vetsy.co.uk,nominet,pets-vet,general,llm
vetsy.uk,nominet,pets-vet,general,llm
vibeengineer.uk,nominet,ai-tech,ai,llm
vibeengineering.uk,nominet,ai-tech,ai,llm
vibration-monitoring.co.uk,nominet,industrial-equipment,test-measurement,llm
videoagency.uk,nominet,web-digital,video,llm
vinrose.uk,nominet,food-drink,wine,llm
wallunits.co.uk,nominet,home-garden,furnishings,llm
water-treatment.co.uk,nominet,industrial-equipment,general,llm
webconsulting.uk,nominet,web-digital,web,llm
webdesign.co.uk,nominet,web-digital,web,token
webdesign.uk,nominet,web-digital,web,token
webdesignjobs.uk,nominet,web-digital,web,stem
webdragon.uk,nominet,web-digital,web,llm
webpagedesigner.co.uk,nominet,web-digital,design,stem
webpagedesigner.uk,nominet,web-digital,design,stem
websitesecurity.co.uk,nominet,web-digital,web,stem
webuycampervans.co.uk,nominet,automotive,leisure-vehicles,llm
webuycommercials.co.uk,nominet,automotive,commercial-vehicles,llm
webuytrailers.co.uk,nominet,automotive,commercial-vehicles,llm
webuyyourmotorcars.co.uk,nominet,automotive,general,stem
whisks.co.uk,nominet,consumer-products,kitchenware,llm
wholesalesnacks.co.uk,nominet,food-drink,general,llm
wholesalewine.co.uk,nominet,food-drink,wine,llm
williama.co.uk,nominet,names-places,personal,llm
williamappleby.co.uk,nominet,names-places,personal,llm
womenscycling.co.uk,nominet,sports-leisure,general,stem
womensjumpers.co.uk,nominet,consumer-products,clothing-fashion,llm
woodenhanger.co.uk,nominet,consumer-products,household,llm
wordpresstemplates.uk,nominet,web-digital,web,llm
workerbean.uk,nominet,ai-tech,ai,llm
workerbeans.co.uk,nominet,food-drink,general,stem
workerbeans.uk,nominet,food-drink,general,stem
workerhealthinsurance.co.uk,nominet,financial,insurance,stem
workerhealthinsurance.uk,nominet,financial,insurance,stem
workvehicles.co.uk,nominet,automotive,general,stem
wpx.uk,nominet,brandable-short,3-char,length
writesy.co.uk,nominet,ai-tech,ai,llm
writesy.uk,nominet,ai-tech,ai,llm
writey.uk,nominet,ai-tech,ai,llm
writezy.co.uk,nominet,ai-tech,ai,llm
writezy.uk,nominet,ai-tech,ai,llm
wyke-farm.co.uk,nominet,agriculture-farming,farming,llm
wyke-farm.uk,nominet,agriculture-farming,farming,llm
wykefarm.co.uk,nominet,agriculture-farming,farming,llm
wykefarm.uk,nominet,agriculture-farming,farming,llm
xmasgifts.co.uk,nominet,consumer-products,gifts,stem
xmasparty.co.uk,nominet,events-exhibitions,general,llm
xmasparty.uk,nominet,events-exhibitions,general,llm
yachtcentre.co.uk,nominet,marine,general,llm
your-vet.uk,nominet,pets-vet,general,token
zapato.uk,nominet,foreign-language,spanish,llm
zapatos.uk,nominet,foreign-language,spanish,llm
